order_id,region_id,city,courier_id,lng,lat,aoi_id,aoi_type,accept_time,accept_gps_time,accept_gps_lng,accept_gps_lat,delivery_time,delivery_gps_time,delivery_gps_lng,delivery_gps_lat,ds,courier_phone,courier_name,package_weight
202920,1,Shanghai,84,121.52348,31.06244,10532,9,2026/5/10 14:23,2026/5/10 14:23,121.52286,31.10608,2026/5/10 16:02,2026/5/10 16:02,121.52362,31.06274,510,13881769676,刘勇,1.24
2736104,1,Shanghai,84,121.52014,31.06268,10562,14,2026/5/10 14:19,2026/5/10 14:19,121.5228,31.10606,2026/5/10 15:54,2026/5/10 15:54,121.52015,31.06227,510,13881769676,刘勇,3.41
4320268,1,Shanghai,84,121.51814,31.11847,18481,14,2026/5/9 8:53,2026/5/9 8:53,121.52282,31.10591,2026/5/9 10:38,2026/5/9 10:38,121.5177,31.12352,509,13881769676,刘勇,3.52
3341911,1,Shanghai,84,121.51672,31.11937,18481,14,2026/5/9 8:45,2026/5/9 8:45,121.52276,31.10596,2026/5/9 10:23,2026/5/9 10:23,121.51463,31.12224,509,13881769676,刘勇,1.14
2782533,1,Shanghai,84,121.51611,31.11891,18481,14,2026/5/9 9:01,2026/5/9 9:01,121.52282,31.10608,2026/5/9 10:18,2026/5/9 10:18,121.51461,31.12221,509,13881769676,刘勇,10.35
4255084,1,Shanghai,84,121.51605,31.11884,18481,14,2026/5/11 10:04,2026/5/11 10:04,121.5228,31.106,2026/5/11 10:11,2026/5/11 10:11,121.51763,31.12342,511,13881769676,刘勇,13.33
1340666,1,Shanghai,84,121.51601,31.1189,18481,14,2026/5/11 10:01,2026/5/11 10:01,121.52289,31.10606,2026/5/11 10:02,2026/5/11 10:02,121.51461,31.12211,511,13881769676,刘勇,14.73
1083829,1,Shanghai,84,121.51608,31.11888,18481,14,2026/5/9 8:52,2026/5/9 8:52,121.52283,31.10598,2026/5/9 10:45,2026/5/9 10:45,121.51765,31.12349,509,13881769676,刘勇,0.67
3726286,1,Shanghai,84,121.53566,31.12024,20375,14,2026/5/10 9:43,2026/5/10 9:43,121.52285,31.10606,2026/5/10 11:05,2026/5/10 11:05,121.53506,31.1207,510,13881769676,刘勇,1.39
1748131,1,Shanghai,84,121.52114,31.12699,21428,14,2026/5/9 8:43,2026/5/9 8:43,121.52281,31.10603,2026/5/9 12:04,2026/5/9 12:04,121.52316,31.12652,509,13881769676,刘勇,2.11
2987393,1,Shanghai,84,121.52158,31.07571,21466,1,2026/5/11 11:34,2026/5/11 11:34,121.52288,31.10604,2026/5/11 12:56,2026/5/11 12:56,121.51303,31.07566,511,13881769676,刘勇,13.98
849612,1,Shanghai,2512,121.52022,31.07529,21466,1,2026/5/7 10:41,2026/5/7 10:41,121.52273,31.10597,2026/5/7 17:21,2026/5/7 17:21,121.54598,31.04866,507,13834807198,马军,10.55
1504840,1,Shanghai,2512,121.52031,31.07651,21466,1,2026/5/5 12:17,2026/5/5 12:17,121.52282,31.10605,2026/5/5 14:31,2026/5/5 14:31,121.5201,31.07715,505,13834807198,马军,6.27
2650959,1,Shanghai,84,121.51945,31.11593,21526,14,2026/5/9 9:06,2026/5/9 9:06,121.52271,31.10603,2026/5/9 11:15,2026/5/9 11:15,121.51902,31.11767,509,13881769676,刘勇,10.66
667300,1,Shanghai,84,121.51948,31.11598,21526,14,2026/5/10 9:40,2026/5/10 9:40,121.52277,31.106,2026/5/10 10:52,2026/5/10 10:52,121.51895,31.11769,510,13881769676,刘勇,11.06
2557079,1,Shanghai,84,121.50924,31.12522,25713,1,2026/5/10 9:33,2026/5/10 9:33,121.52275,31.10594,2026/5/10 12:05,2026/5/10 12:05,121.5095,31.12423,510,13881769676,刘勇,2.13
2128712,1,Shanghai,4551,121.50426,31.1224,26171,1,2026/5/7 11:07,2026/5/7 11:07,121.52288,31.10598,2026/5/7 13:16,2026/5/7 13:16,121.50447,31.12287,507,13835919416,吴华,1.96
1485904,1,Shanghai,4551,121.50378,31.12238,26171,1,2026/5/8 8:34,2026/5/8 8:34,121.52274,31.10597,2026/5/8 10:25,2026/5/8 10:25,121.50495,31.12069,508,13835919416,吴华,0.83
661041,1,Shanghai,84,121.5171,31.13125,26621,14,2026/5/9 8:43,2026/5/9 8:43,121.52277,31.10595,2026/5/9 9:57,2026/5/9 9:57,121.5179,31.13188,509,13881769676,刘勇,13.42
2546314,1,Shanghai,84,121.51715,31.13129,26621,14,2026/5/10 9:41,2026/5/10 9:41,121.52276,31.10606,2026/5/10 10:22,2026/5/10 10:22,121.51793,31.13188,510,13881769676,刘勇,12.13
2353707,1,Shanghai,84,121.51137,31.08009,28060,1,2026/5/11 11:22,2026/5/11 11:22,121.5228,31.10594,2026/5/11 13:21,2026/5/11 13:21,121.50926,31.07989,511,13881769676,刘勇,8.61
1965335,1,Shanghai,84,121.50567,31.12648,29906,1,2026/5/10 9:33,2026/5/10 9:33,121.52281,31.10604,2026/5/10 12:12,2026/5/10 12:12,121.50706,31.12733,510,13881769676,刘勇,6.32
1350367,1,Shanghai,3279,121.50564,31.12657,29906,1,2026/5/7 13:50,2026/5/7 13:50,121.52285,31.10595,2026/5/7 13:59,2026/5/7 13:59,121.50713,31.12744,507,13875316506,李磊,5.45
703758,1,Shanghai,3279,121.5062,31.12744,29906,1,2026/5/7 10:35,2026/5/7 10:35,121.52282,31.106,2026/5/7 13:23,2026/5/7 13:23,121.50701,31.12726,507,13875316506,李磊,3.55
4269564,1,Shanghai,3279,121.50667,31.12681,29906,1,2026/5/7 13:28,2026/5/7 13:28,121.52288,31.10599,2026/5/7 13:52,2026/5/7 13:52,121.50701,31.12741,507,13875316506,李磊,9.04
869933,1,Shanghai,3279,121.50592,31.12703,29906,1,2026/5/7 14:02,2026/5/7 14:02,121.52288,31.106,2026/5/7 14:06,2026/5/7 14:06,121.50728,31.12734,507,13875316506,李磊,9.59
2522391,1,Shanghai,3337,121.50503,31.12795,29906,1,2026/5/5 12:31,2026/5/5 12:31,121.52287,31.10595,2026/5/5 18:23,2026/5/5 18:23,121.53313,31.02265,505,13893901266,王辉,1.9
1410287,1,Shanghai,84,121.53274,31.12325,30175,14,2026/5/9 8:56,2026/5/9 8:56,121.52271,31.10605,2026/5/9 11:48,2026/5/9 11:48,121.53377,31.12364,509,13881769676,刘勇,10.42
1769555,1,Shanghai,84,121.52919,31.08306,30574,14,2026/5/10 14:21,2026/5/10 14:21,121.52275,31.10603,2026/5/10 15:24,2026/5/10 15:24,121.52914,31.0831,510,13881769676,刘勇,3.2
3744533,1,Shanghai,84,121.51173,31.12718,32175,14,2026/5/10 9:34,2026/5/10 9:34,121.52284,31.10603,2026/5/10 12:00,2026/5/10 12:00,121.51222,31.12709,510,13881769676,刘勇,0.99
2704310,1,Shanghai,84,121.52813,31.07595,34335,14,2026/5/10 14:16,2026/5/10 14:16,121.52285,31.10607,2026/5/10 15:12,2026/5/10 15:12,121.529,31.07639,510,13881769676,刘勇,3.19
1663145,1,Shanghai,84,121.52763,31.12134,36297,9,2026/5/9 9:04,2026/5/9 9:04,121.52286,31.10603,2026/5/9 11:35,2026/5/9 11:35,121.52633,31.121,509,13881769676,刘勇,0.21
895056,1,Shanghai,84,121.52574,31.12138,36297,9,2026/5/9 9:05,2026/5/9 9:05,121.52274,31.10605,2026/5/9 11:30,2026/5/9 11:30,121.52631,31.12098,509,13881769676,刘勇,6.99
4895,1,Shanghai,84,121.52576,31.12132,36297,9,2026/5/9 9:04,2026/5/9 9:04,121.52289,31.10593,2026/5/9 11:23,2026/5/9 11:23,121.52717,31.11908,509,13881769676,刘勇,7.63
2642388,1,Shanghai,84,121.52587,31.12591,36297,9,2026/5/7 11:19,2026/5/7 11:19,121.52279,31.10606,2026/5/7 14:38,2026/5/7 14:38,121.52598,31.12618,507,13881769676,刘勇,0.21
1413895,1,Shanghai,84,121.50172,31.1142,36820,1,2026/5/10 9:11,2026/5/10 9:11,121.52288,31.106,2026/5/10 13:47,2026/5/10 13:47,121.50216,31.11426,510,13881769676,刘勇,14.43
3211479,1,Shanghai,84,121.50038,31.11535,36820,1,2026/5/7 11:43,2026/5/7 11:43,121.52287,31.10604,2026/5/7 12:28,2026/5/7 12:28,121.50047,31.11564,507,13881769676,刘勇,5.47
2449578,1,Shanghai,84,121.5004,31.11537,36820,1,2026/5/10 9:14,2026/5/10 9:14,121.52288,31.10606,2026/5/10 13:41,2026/5/10 13:41,121.50043,31.1153,510,13881769676,刘勇,1.05
53018,1,Shanghai,84,121.50073,31.12153,38750,1,2026/5/10 9:16,2026/5/10 9:16,121.52271,31.10595,2026/5/10 12:50,2026/5/10 12:50,121.50126,31.12058,510,13881769676,刘勇,8.75
2093882,1,Shanghai,84,121.50072,31.12151,38750,1,2026/5/10 9:16,2026/5/10 9:16,121.52284,31.10598,2026/5/10 12:56,2026/5/10 12:56,121.50116,31.12048,510,13881769676,刘勇,5.54
2158481,1,Shanghai,3337,121.49976,31.1212,38750,1,2026/5/5 12:06,2026/5/5 12:06,121.52274,31.10608,2026/5/5 20:09,2026/5/5 20:09,121.52968,31.02356,505,13893901266,王辉,14.99
3338673,1,Shanghai,3337,121.50072,31.12152,38750,1,2026/5/8 8:45,2026/5/8 8:45,121.52284,31.10597,2026/5/8 12:57,2026/5/8 12:57,121.52964,31.02341,508,13893901266,王辉,11.49
1536132,1,Shanghai,84,121.5251,31.12251,39747,14,2026/5/10 9:42,2026/5/10 9:42,121.52273,31.10606,2026/5/10 10:46,2026/5/10 10:46,121.52042,31.12456,510,13881769676,刘勇,0.69
3701054,1,Shanghai,84,121.52505,31.12265,39747,14,2026/5/9 8:58,2026/5/9 8:58,121.52274,31.106,2026/5/9 11:58,2026/5/9 11:58,121.5235,31.12653,509,13881769676,刘勇,7.84
2791282,1,Shanghai,84,121.53964,31.09449,39757,14,2026/5/11 20:47,2026/5/11 20:47,121.52274,31.10598,2026/5/11 20:48,2026/5/11 20:48,121.52806,31.06288,511,13881769676,刘勇,0.31
2791845,1,Shanghai,84,121.49799,31.12359,40199,1,2026/5/10 9:44,2026/5/10 9:44,121.52277,31.10601,2026/5/10 13:19,2026/5/10 13:19,121.49851,31.1239,510,13881769676,刘勇,9.26
1596147,1,Shanghai,84,121.4971,31.12528,40199,1,2026/5/10 9:20,2026/5/10 9:20,121.52282,31.106,2026/5/10 13:14,2026/5/10 13:14,121.49765,31.12648,510,13881769676,刘勇,10.2
3620426,1,Shanghai,84,121.49946,31.12529,40199,1,2026/5/10 9:21,2026/5/10 9:21,121.52277,31.10595,2026/5/10 13:03,2026/5/10 13:03,121.49944,31.12486,510,13881769676,刘勇,14.48
105902,1,Shanghai,84,121.49832,31.12426,40199,1,2026/5/10 9:21,2026/5/10 9:21,121.52273,31.106,2026/5/10 13:09,2026/5/10 13:09,121.49786,31.12644,510,13881769676,刘勇,12.13
4063007,1,Shanghai,669,121.49826,31.12643,40199,1,2026/5/7 17:46,2026/5/7 17:46,121.5228,31.106,2026/5/7 18:05,2026/5/7 18:05,121.50906,31.12226,507,13846957242,王强,12.37
323972,1,Shanghai,1463,121.49944,31.12528,40199,1,2026/5/7 11:07,2026/5/7 11:07,121.52286,31.10603,2026/5/7 13:27,2026/5/7 13:27,121.49947,31.12497,507,13870611441,郭军,1.82
3675153,1,Shanghai,1463,121.49594,31.12603,40199,1,2026/5/7 15:42,2026/5/7 15:42,121.52282,31.10597,2026/5/7 16:59,2026/5/7 16:59,121.52948,31.02332,507,13870611441,郭军,6.68
1096270,1,Shanghai,1463,121.49578,31.12625,40199,1,2026/5/7 15:42,2026/5/7 15:42,121.52286,31.10604,2026/5/7 16:11,2026/5/7 16:11,121.49767,31.12659,507,13870611441,郭军,2.44
3456488,1,Shanghai,1463,121.49991,31.12525,40199,1,2026/5/5 12:43,2026/5/5 12:43,121.52279,31.10597,2026/5/5 15:52,2026/5/5 15:52,121.49841,31.12391,505,13870611441,郭军,8.88
4132262,1,Shanghai,1463,121.49785,31.12335,40199,1,2026/5/5 12:36,2026/5/5 12:36,121.52285,31.10593,2026/5/5 17:56,2026/5/5 17:56,121.50036,31.11809,505,13870611441,郭军,14.61
3510863,1,Shanghai,2560,121.49649,31.12585,40199,1,2026/5/8 10:15,2026/5/8 10:15,121.52283,31.10601,2026/5/8 11:04,2026/5/8 11:04,121.49765,31.12654,508,13810458799,刘强,0.48
3906670,1,Shanghai,2560,121.49659,31.12508,40199,1,2026/5/7 12:54,2026/5/7 12:54,121.52272,31.10591,2026/5/7 17:25,2026/5/7 17:25,121.52941,31.02341,507,13810458799,刘强,6.58
302364,1,Shanghai,2560,121.49654,31.12592,40199,1,2026/5/5 12:32,2026/5/5 12:32,121.52273,31.106,2026/5/5 18:09,2026/5/5 18:09,121.49754,31.12636,505,13810458799,刘强,0.44
1049230,1,Shanghai,4657,121.49787,31.1239,40199,1,2026/5/7 17:45,2026/5/7 17:45,121.52271,31.10602,2026/5/7 18:37,2026/5/7 18:37,121.54563,31.10937,507,13889219512,杨华,1.25
1182759,1,Shanghai,84,121.52273,31.12228,40200,14,2026/5/9 9:05,2026/5/9 9:05,121.52289,31.10601,2026/5/9 10:58,2026/5/9 10:58,121.52428,31.12242,509,13881769676,刘勇,1.24
2889688,1,Shanghai,84,121.51342,31.08344,42633,1,2026/5/11 11:20,2026/5/11 11:20,121.52287,31.10594,2026/5/11 13:08,2026/5/11 13:08,121.51363,31.08292,511,13881769676,刘勇,3.07
1908463,1,Shanghai,84,121.51096,31.12919,43169,1,2026/5/10 9:35,2026/5/10 9:35,121.52282,31.10595,2026/5/10 12:17,2026/5/10 12:17,121.51015,31.12976,510,13881769676,刘勇,7.86
3594706,1,Shanghai,84,121.52445,31.12678,43482,14,2026/5/7 11:19,2026/5/7 11:19,121.52289,31.10601,2026/5/7 14:51,2026/5/7 14:51,121.52349,31.12657,507,13881769676,刘勇,12.71
1062491,1,Shanghai,84,121.52246,31.12789,43482,14,2026/5/10 9:39,2026/5/10 9:39,121.52285,31.10594,2026/5/10 11:12,2026/5/10 11:12,121.52319,31.12649,510,13881769676,刘勇,0.93
3056579,1,Shanghai,2259,121.50403,31.12586,43957,1,2026/5/7 10:54,2026/5/7 10:54,121.52289,31.10601,2026/5/7 15:45,2026/5/7 15:45,121.52963,31.02354,507,13850823787,王磊,4.26
2554497,1,Shanghai,2259,121.50388,31.12592,43957,1,2026/5/7 10:53,2026/5/7 10:53,121.52279,31.10599,2026/5/7 14:18,2026/5/7 14:18,121.50235,31.12589,507,13850823787,王磊,0.85
226449,1,Shanghai,2259,121.5039,31.12607,43957,1,2026/5/7 15:10,2026/5/7 15:10,121.52283,31.10605,2026/5/7 15:51,2026/5/7 15:51,121.52973,31.02341,507,13850823787,王磊,12.62
4230853,1,Shanghai,84,121.51887,31.08416,46840,14,2026/5/11 11:17,2026/5/11 11:17,121.52273,31.10595,2026/5/11 13:55,2026/5/11 13:55,121.54142,31.06725,511,13881769676,刘勇,5.53
986412,1,Shanghai,84,121.52635,31.13121,48374,1,2026/5/9 9:03,2026/5/9 9:03,121.52288,31.10607,2026/5/9 12:28,2026/5/9 12:28,121.52348,31.13182,509,13881769676,刘勇,7.64
3995358,1,Shanghai,679,121.52506,31.13163,48374,1,2026/5/9 18:04,2026/5/9 18:04,121.52274,31.106,2026/5/9 18:10,2026/5/9 18:10,121.53965,31.05512,509,13844381311,吴平,0.29
1597844,1,Shanghai,2259,121.50307,31.12473,48591,1,2026/5/7 11:18,2026/5/7 11:18,121.52287,31.10607,2026/5/7 14:13,2026/5/7 14:13,121.50447,31.12747,507,13850823787,王磊,1.78
310255,1,Shanghai,2259,121.50323,31.12481,48591,1,2026/5/8 8:33,2026/5/8 8:33,121.52275,31.10602,2026/5/8 10:44,2026/5/8 10:44,121.50497,31.12072,508,13850823787,王磊,2.7
2982053,1,Shanghai,2259,121.50339,31.1249,48591,1,2026/5/7 11:16,2026/5/7 11:16,121.52288,31.10609,2026/5/7 13:24,2026/5/7 13:24,121.50354,31.12498,507,13850823787,王磊,1.98
4250737,1,Shanghai,432,121.5442,31.06818,50083,1,2026/5/7 15:22,2026/5/7 15:22,121.52273,31.10603,2026/5/7 21:10,2026/5/7 21:10,121.52957,31.02337,507,13858677436,孙浩,1.39
686517,1,Shanghai,4657,121.5444,31.06936,50083,1,2026/5/8 8:48,2026/5/8 8:48,121.52285,31.10607,2026/5/8 10:59,2026/5/8 10:59,121.54311,31.06794,508,13889219512,杨华,4.82
915531,1,Shanghai,84,121.51429,31.12512,51757,1,2026/5/10 9:35,2026/5/10 9:35,121.52272,31.10606,2026/5/10 11:47,2026/5/10 11:47,121.51262,31.12537,510,13881769676,刘勇,0.55
1114907,1,Shanghai,84,121.51421,31.12524,51757,1,2026/5/10 9:33,2026/5/10 9:33,121.52271,31.10605,2026/5/10 11:53,2026/5/10 11:53,121.51275,31.12538,510,13881769676,刘勇,3.5
2926930,1,Shanghai,84,121.51604,31.12432,51757,1,2026/5/9 8:44,2026/5/9 8:44,121.52278,31.10593,2026/5/9 10:12,2026/5/9 10:12,121.51469,31.12228,509,13881769676,刘勇,11.88
244026,1,Shanghai,679,121.51411,31.12527,51757,1,2026/5/7 14:30,2026/5/7 14:30,121.52281,31.10599,2026/5/7 17:51,2026/5/7 17:51,121.53964,31.05546,507,13844381311,吴平,14.02
1808354,1,Shanghai,4551,121.54131,31.06833,55258,14,2026/5/5 12:55,2026/5/5 12:55,121.52289,31.10601,2026/5/5 14:19,2026/5/5 14:19,121.54334,31.0684,505,13835919416,吴华,13.96
4416864,1,Shanghai,84,121.53097,31.07984,57179,14,2026/5/10 14:21,2026/5/10 14:21,121.52276,31.10594,2026/5/10 15:06,2026/5/10 15:06,121.53127,31.07717,510,13881769676,刘勇,8.48
194435,1,Shanghai,84,121.50174,31.11791,58116,1,2026/5/10 9:15,2026/5/10 9:15,121.52286,31.10603,2026/5/10 12:44,2026/5/10 12:44,121.50301,31.11944,510,13881769676,刘勇,2.36
2157004,1,Shanghai,669,121.50141,31.11962,58116,1,2026/5/7 16:04,2026/5/7 16:04,121.52277,31.10595,2026/5/7 17:37,2026/5/7 17:37,121.50298,31.11935,507,13846957242,王强,0.1
3183318,1,Shanghai,669,121.50079,31.1195,58116,1,2026/5/7 20:22,2026/5/7 20:22,121.52274,31.10595,2026/5/7 20:23,2026/5/7 20:23,121.52959,31.02354,507,13846957242,王强,4.69
669432,1,Shanghai,669,121.50154,31.1201,58116,1,2026/5/7 16:03,2026/5/7 16:03,121.52272,31.10594,2026/5/7 17:11,2026/5/7 17:11,121.50295,31.11942,507,13846957242,王强,13.17
1016665,1,Shanghai,4657,121.50043,31.11951,58116,1,2026/5/7 16:51,2026/5/7 16:51,121.52285,31.10609,2026/5/7 20:28,2026/5/7 20:28,121.52955,31.02345,507,13889219512,杨华,9.66
1497330,1,Shanghai,4657,121.5013,31.11958,58116,1,2026/5/7 16:51,2026/5/7 16:51,121.52286,31.10606,2026/5/7 18:42,2026/5/7 18:42,121.54376,31.08495,507,13889219512,杨华,0.26
3888489,1,Shanghai,4874,121.50139,31.11958,58116,1,2026/5/7 11:42,2026/5/7 11:42,121.52286,31.10597,2026/5/7 14:02,2026/5/7 14:02,121.5031,31.11933,507,13871390877,孙鹏,0.28
3007835,1,Shanghai,4874,121.50147,31.119,58116,1,2026/5/7 11:02,2026/5/7 11:02,121.52286,31.10591,2026/5/7 14:52,2026/5/7 14:52,121.50297,31.1194,507,13871390877,孙鹏,9.76
147175,1,Shanghai,4874,121.50264,31.11833,58116,1,2026/5/7 12:05,2026/5/7 12:05,121.52281,31.10605,2026/5/7 13:25,2026/5/7 13:25,121.50305,31.11942,507,13871390877,孙鹏,0.69
2887266,1,Shanghai,4874,121.50136,31.11967,58116,1,2026/5/7 11:26,2026/5/7 11:26,121.52282,31.10596,2026/5/7 14:25,2026/5/7 14:25,121.50316,31.11937,507,13871390877,孙鹏,1.12
169727,1,Shanghai,84,121.52873,31.13315,59798,14,2026/5/9 9:00,2026/5/9 9:00,121.52274,31.10591,2026/5/9 12:15,2026/5/9 12:15,121.51759,31.13293,509,13881769676,刘勇,3.36
4307547,1,Shanghai,84,121.52221,31.13369,59997,14,2026/5/10 9:42,2026/5/10 9:42,121.52288,31.10607,2026/5/10 11:28,2026/5/10 11:28,121.52335,31.13174,510,13881769676,刘勇,0.32
1414942,2,Shanghai,2021,121.51998,31.33475,559,1,2026/5/2 7:58,2026/5/2 7:58,121.51746,31.31618,2026/5/2 9:22,2026/5/2 9:22,121.52025,31.33424,502,13866099012,王伟,5.96
2388436,2,Shanghai,2021,121.52012,31.33446,559,1,2026/5/3 11:54,2026/5/3 11:54,121.51745,31.31624,2026/5/3 14:19,2026/5/3 14:19,121.50898,31.33409,503,13866099012,王伟,7.65
1990498,2,Shanghai,2021,121.51937,31.33476,559,1,2026/5/3 11:54,2026/5/3 11:54,121.51752,31.3162,2026/5/3 13:41,2026/5/3 13:41,121.52185,31.33675,503,13866099012,王伟,0.35
1135949,2,Shanghai,4570,121.53918,31.31886,1785,1,2026/5/5 11:20,2026/5/5 11:20,121.51744,31.31615,2026/5/5 12:34,2026/5/5 12:34,121.5394,31.31813,505,13878232144,郑勇,4.31
1724022,2,Shanghai,4570,121.54191,31.31964,1785,1,2026/5/1 11:25,2026/5/1 11:25,121.51741,31.31614,2026/5/1 12:25,2026/5/1 12:25,121.54159,31.32106,501,13878232144,郑勇,6.94
1860601,2,Shanghai,4570,121.54237,31.31842,1785,1,2026/5/3 13:12,2026/5/3 13:12,121.51758,31.31616,2026/5/3 14:06,2026/5/3 14:06,121.5414,31.31836,503,13878232144,郑勇,0.74
4314315,2,Shanghai,4570,121.53964,31.31854,1785,1,2026/5/2 11:23,2026/5/2 11:23,121.51745,31.31617,2026/5/2 12:52,2026/5/2 12:52,121.54105,31.31813,502,13878232144,郑勇,0.11
3230513,2,Shanghai,4570,121.54302,31.31852,1785,1,2026/5/3 13:12,2026/5/3 13:12,121.51753,31.31624,2026/5/3 14:14,2026/5/3 14:14,121.54139,31.31836,503,13878232144,郑勇,13.2
663640,2,Shanghai,4570,121.54033,31.32125,1785,1,2026/5/6 15:42,2026/5/6 15:42,121.51758,31.31627,2026/5/6 17:35,2026/5/6 17:35,121.54163,31.32105,506,13878232144,郑勇,5.47
